SKU;ABC Class;XYZ Class;Average Unit Cost;Stock Cost;Order Cost;Total Cost;Total Ordered Units;Total Demand;Total Stockout;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Average Daily Demand;Stock Coverage (days);Stockout Days;Total Days
OIMS50GTF;C;X;6,51;72,61;76321,98;76394,59;11452,03;8711,5;63,76589999999999;0,73;97,98;99,27;1071,0;44,0;24,34;4;198
OISN26GXK;C;Z;8,69;3,2;0,0;3,2;0,0;264,0;0,0;0,0;100,0;100,0;35,28;1,33;26,46;0;198
OJHC28XPG;C;X;4,79;44,27;49771,73;49815,99;10080,0;8025,0;160,0;1,99;98,99;98,01;891,92;40,53;22,01;2;198
OJNG70OUA;B;Z;2,09;20,48;12907,64;12928,11;5760,0;17154,0;10752,0;62,68;85,35;37,32;935,03;86,64;10,79;29;198
OJWH24BBU;B;Y;0,68;30,49;30804,43;30834,92;36960,0;33192,5;0,0;0,0;100,0;100,0;4279,72;167,64;25,53;0;198
OJZW75KMC;C;Y;2,05;21,96;24726,92;24748,88;11232,0;9594,0;0,0;0,0;100,0;100,0;1035,27;48,45;21,37;0;198
OKLU34CEX;C;Z;2,62;19,35;9599,57;9618,92;3465,0;2625,0;0,0;0,0;100,0;100,0;693,99;13,26;52,35;0;198
OKNK30CFN;B;X;4,81;54,75;88887,12;88941,87;17920,0;20198,0;2506,0;12,41;95,45;87,59;1138,38;102,01;11,16;9;198
OKQN07CAC;C;Y;5,96;33,79;21125,44;21159,24;3456,0;3534,0;228,0;6,45;98,99;93,55;539,09;17,85;30,2;2;198
OLEW18RSM;C;Z;3,64;54,06;43141,61;43195,67;11376,0;21750,0;10308,0;47,39;88,89;52,61;1425,76;109,85;12,98;22;198
OLMS34VEG;C;Y;3,2;24,19;34748,27;34772,46;10368,0;11274,0;696,0;6,17;97,47;93,83;749,76;56,94;13,17;5;198
OMHX03GZF;C;Z;4,13;54,81;41922,63;41977,44;9800,0;17355,0;7190,0;41,43;92,42;58,57;1275,1;87,65;14,55;15;198
ONRN54KFD;C;Z;3,92;76,94;0,0;76,94;0,0;33940,0;4640,0;13,67;94,95;86,33;1958,08;171,41;11,42;10;198
ONTU47FXX;C;X;3,21;19,18;19337,14;19356,32;5760,0;4330,0;30,0;0,69;99,49;99,31;572,98;21,87;26,2;1;198
OOSU70CSK;C;Z;3,7;0,0;0,0;0,0;0,0;192,0;192,0;100,0;99,49;0,0;0,0;0,97;0,0;1;198
OPJD12KCE;C;X;3,44;41,87;38614,51;38656,38;10752,0;12180,0;560,0;4,6;98,48;95,4;1180,12;61,52;19,18;3;198
OPPB50QWT;B;X;3,86;426,72;175604,3;176031,02;43776,0;35584,0;0,0;0,0;100,0;100,0;10365,41;179,72;57,68;0;198
OPTH55JIO;C;;4,11;0,76;36366,54;36367,29;8544,0;1160,0;0,0;0,0;100,0;100,0;22,83;5,86;3,9;0;198
ORBJ39SFE;B;X;4,45;71,5;99404,38;99475,88;21600,0;20587,0;0,0;0,0;100,0;100,0;1584,2;103,97;15,24;0;198
OSFN08WSO;C;Y;5,86;16,0;10104,63;10120,63;1680,0;1767,0;0,0;0,0;100,0;100,0;260,39;8,92;29,18;0;198
OSHR27ZTV;B;X;2,49;55,65;117196,8;117252,45;44352,0;34520,0;3864,0;11,19;96,46;88,81;2212,91;174,34;12,69;7;198
OSJO75AUG;B;X;1,37;95,83;118078,04;118173,88;77664,0;60198,0;1008,0;1,67;98,99;98,33;6744,73;304,03;22,18;2;198
OTEQ39EOJ;B;X;1,38;23,62;31766,4;31790,02;20736,0;17778,0;324,0;1,82;98,99;98,18;1663,27;89,79;18,52;2;198
OTUA56BXX;C;Y;1,05;28,28;0,0;28,28;0,0;3624,0;0,0;0,0;100,0;100,0;2502,42;18,3;136,72;0;198
OTXR21ZKY;C;Y;0,7;2,42;0,0;2,42;0,0;8100,0;7380,0;91,11;92,42;8,89;321,21;40,91;7,85;15;198
OUBF41YMR;C;X;1,99;11,35;19683,68;19695,02;9216,0;10752,0;1344,0;12,5;94,95;87,5;574,22;54,3;10,57;10;198
OVJQ36TNG;C;Y;6,8;30,86;23630,01;23660,87;3402,0;2901,0;102,0;3,52;98,99;96,48;432,67;14,65;29,53;2;198
OVRE00NNC;C;Z;4,99;38,18;12507,74;12545,91;2432,06;2840,0;1021,955;35,98;97,98;64,02;713,96;14,34;49,78;4;198
OWJX28OTG;C;Z;3,89;0,75;0,0;0,75;0,0;1772,0;1304,0;73,59;92,93;26,41;20,12;8,95;2,25;14;198
OWYF52SLD;A;Y;0,54;93,96;150515,94;150609,9;216845,0;201732,5;1550,0;0,77;98,99;99,23;16928,04;1018,85;16,61;2;198
OXEL15MCN;C;Y;3,0;13,38;7900,2;7913,58;2508,0;1748,0;0,0;0,0;100,0;100,0;420,02;8,83;47,58;0;198
OXMX77UUL;C;Z;6,51;35,98;35988,26;36024,25;5400,0;6070,0;460,0;7,58;95,45;92,42;537,47;30,66;17,53;9;198
OYKY25YVZ;A;X;2,2;311,17;389667,6;389978,77;165816,0;127511,0;0,0;0,0;100,0;100,0;13681,04;643,99;21,24;0;198
OYQW45SPQ;C;;4,34;9,46;24698,19;24707,64;5500,0;1200,0;150,0;12,5;98,99;87,5;206,11;6,06;34,01;2;198
OYTS04JYU;C;Y;4,78;36,56;14203,27;14239,83;2880,0;2356,0;0,0;0,0;100,0;100,0;716,69;11,9;60,23;0;198
OZGL58WPA;B;Y;1,18;53,83;29401,05;29454,88;22080,0;24350,0;160,0;0,66;99,49;99,34;4321,01;122,98;35,14;1;198
OZYM77AZU;B;Y;0,6;12,0;25871,32;25883,32;34560,0;41724,0;10944,0;26,23;91,41;73,77;2002,91;210,73;9,5;17;198
PBWK76OIS;A;X;2,12;135,99;238315,35;238451,34;104754,0;95190,0;0,0;0,0;100,0;100,0;6379,21;480,76;13,27;0;198
PCFE38WUG;A;X;3,81;534,45;258315,72;258850,16;65280,0;59600,0;0,0;0,0;100,0;100,0;13240,4;301,01;43,99;0;198
PCHH84UQH;C;Y;2,27;20,28;25431,55;25451,83;10530,0;10010,0;1000,0;9,99;97,98;90,01;870,86;50,56;17,23;4;198
PFGZ81LVL;B;X;1,37;40,2;70673,63;70713,83;46500,0;50275,0;7050,0;14,02;95,96;85,98;2922,85;253,91;11,51;8;198
PFJO30EEZ;B;Y;2,81;5,25;0,0;5,25;0,0;23226,0;20118,0;86,62;62,63;13,38;187,87;117,3;1,6;74;198
PFNY82FSY;C;Y;0,9;1,19;1673,49;1674,68;1596,0;1566,0;36,0;2,3;98,99;97,7;130,3;7,91;16,48;2;198
PFYW41KAU;C;Z;4,5;11,68;0,0;11,68;0,0;348,0;0,0;0,0;100,0;100,0;240,77;1,76;136,99;0;198
PGRO19BGC;C;X;7,19;57,07;63392,12;63449,18;8640,0;6240,0;870,0;13,94;95,96;86,06;758,99;31,52;24,08;8;198
PHAE44MFM;C;X;2,93;28,54;25256,51;25285,05;8190,0;7405,0;0,0;0,0;100,0;100,0;933,94;37,4;24,97;0;198
PHBG16EOE;C;Z;1,15;14,44;26168,68;26183,12;20160,0;17856,0;3024,0;16,94;90,91;83,06;1234,18;90,18;13,69;18;198
PHFU23MFN;B;Y;0,8;12,49;47404,45;47416,93;49680,0;59103,0;17631,0;29,83;82,32;70,17;1640,45;298,5;5,5;35;198
PHFZ53NDI;B;Y;1,26;25,2;40294,43;40319,64;28560,0;24650,0;0,0;0,0;100,0;100,0;1966,72;124,49;15,8;0;198
PHGP07AIQ;B;Y;3,42;137,71;224771,92;224909,63;63000,0;64147,0;0,0;0,0;100,0;100,0;4037,7;323,97;12,46;0;198
PICV67AWX;C;Y;1,06;23,18;11640,0;11663,18;9600,0;8290,0;60,0;0,72;99,49;99,28;2052,02;41,87;49,01;1;198
PITW12VHT;B;X;4,72;83,43;137317,6;137401,03;28224,0;26700,0;760,0;2,85;98,48;97,15;1761,82;134,85;13,07;3;198
PIWA88MZG;B;X;1,71;58,49;129796,87;129855,35;69696,0;62645,0;4224,0;6,74;95,45;93,26;3443,33;316,39;10,88;9;198
PKEU98LWC;B;Y;2,87;43,1;100365,29;100408,39;33228,0;97362,0;61596,0;63,26;73,23;36,74;1564,55;491,73;3,18;53;198
PKKZ70YGN;B;Z;1,0;19,86;33810,0;33829,86;29400,0;30037,5;500,0;1,66;99,49;98,34;1979,42;151,7;13,05;1;198
PLDL23FSN;C;Z;3,42;20,14;16971,43;16991,57;4752,0;9480,0;5048,0;53,25;95,96;46,75;564,97;47,88;11,8;8;198
PLEI36OLB;C;Y;2,49;14,93;8325,0;8339,93;3150,0;2870,0;50,0;1,74;98,99;98,26;566,36;14,49;39,07;2;198
PLIB78VDF;B;X;4,83;70,44;176093,56;176164,0;35328,0;30700,0;2032,0;6,62;97,47;93,38;1487,68;155,05;9,59;5;198
PLNM62MJA;C;Y;6,06;37,69;35182,96;35220,65;5661,63;3372,5;968,6776;28,72;83,84;71,28;585,04;17,03;34,35;32;198
PLPD73VVL;C;Y;2,75;55,19;9140,43;9195,62;3150,0;1940,0;0,0;0,0;100,0;100,0;1858,48;9,8;189,68;0;198
PLRK54FAW;C;Y;3,06;16,37;6107,14;6123,51;1900,0;2677,5;0,0;0,0;100,0;100,0;505,93;13,52;37,41;0;198
PLSL66AFW;C;Z;3,75;7,81;0,0;7,81;0,0;2040,0;0,0;0,0;100,0;100,0;202,12;10,3;19,62;0;198
PLST62KKK;C;Z;7,55;10,66;6896,3;6906,96;896,0;672,0;0,0;0,0;100,0;100,0;133,58;3,39;39,36;0;198
PLVP95PCK;A;X;1,73;950,98;435366,4;436317,38;231168,0;164007,0;0,0;0,0;100,0;100,0;51397,74;828,32;62,05;0;198
PLWC05CAU;C;Y;24,47;24,52;60266,17;60290,68;2448,0;3096,0;1038,0;33,53;90,91;66,47;102,76;15,64;6,57;18;198
PMGI04ECU;C;;4,37;15,13;27495,36;27510,49;6080,0;1080,0;0,0;0,0;100,0;100,0;324,39;5,45;59,47;0;198
PMGO30PTM;C;Z;4,82;87,43;201238,04;201325,48;40500,0;37656,0;0,0;0,0;100,0;100,0;1862,55;190,18;9,79;0;198
PMIV97RLD;A;Y;1,75;119,85;167399,45;167519,3;87942,0;108235,0;1962,0;1,81;98,48;98,19;6836,39;546,64;12,51;3;198
PMON32JXM;C;Y;5,17;57,83;68889,1;68946,93;12960,0;11332,0;0,0;0,0;100,0;100,0;1089,05;57,23;19,03;0;198
PMVB04DFP;B;Z;2,18;64,46;78217,44;78281,9;33534,0;33171,0;0,0;0,0;100,0;100,0;2889,79;167,53;17,25;0;198
PNAC85SOO;B;X;1,39;48,86;62157,65;62206,51;40320,0;33850,0;0,0;0,0;100,0;100,0;3407,27;170,96;19,93;0;198
PNKG18VPQ;C;X;2,53;12,58;22476,69;22489,27;8390,0;6752,5;130,0;1,93;98,48;98,07;492,07;34,1;14,43;3;198
PNUZ83MJA;C;X;4,99;27,32;67083,43;67110,74;13044,0;13511,0;1816,0;13,44;95,45;86,56;563,33;68,24;8,26;9;198
POAN18DMY;B;X;2,09;97,86;152695,57;152793,42;68040,0;59635,5;147,0;0,25;99,49;99,75;4607,34;301,19;15,3;1;198
POEP14MFF;C;X;2,17;6,28;6486,67;6492,95;2800,0;1710,0;0,0;0,0;100,0;100,0;275,76;8,64;31,93;0;198
POYV82QFL;B;Y;8,27;107,45;173498,04;173605,49;20608,0;19617,5;1351,0;6,89;96,97;93,11;1289,98;99,08;13,02;6;198
PPCF38GNY;C;X;1,94;18,38;21486,43;21504,81;10304,0;9462,0;742,0;7,84;97,47;92,16;919,26;47,79;19,24;5;198
PPDD34VJC;B;Y;2,58;42,86;68063,91;68106,77;24948,0;26500,5;0,0;0,0;100,0;100,0;1665,91;133,84;12,45;0;198
PQDQ00TEB;C;Z;1,1;0,0;0,0;0,0;0,0;944,0;944,0;100,0;91,41;0,0;0,0;4,77;0,0;17;198
PQLA64XZE;B;X;1,39;26,91;31078,83;31105,73;20160,0;35860,0;660,0;1,84;98,99;98,16;1959,9;181,11;10,82;2;198
PQQM50KOX;C;Z;1,27;51,02;33414,32;33465,34;23520,0;21640,0;1800,0;8,32;97,98;91,68;3801,31;109,29;34,78;4;198
PQZT34LLH;C;Y;3,23;4,44;425,62;430,06;126,0;1561,0;98,0;6,28;97,47;93,72;134,27;7,88;17,03;5;198
PRBI09OKT;C;Y;2,87;24,6;21743,01;21767,62;7200,0;17077,5;9465,0;55,42;87,88;44,58;828,64;86,25;9,61;24;198
PRNS55XAG;C;Y;1,51;19,45;22755,2;22774,65;13728,0;13772,0;0,0;0,0;100,0;100,0;1258,51;69,56;18,09;0;198
PRTX76HDL;C;;1,78;15,42;24438,86;24454,27;12672,0;5264,0;2000,0;37,99;94,95;62,01;815,35;26,59;30,67;10;198
PRZC55EQP;B;Y;1,72;58,59;78200,07;78258,66;41880,0;31986,0;1848,0;5,78;97,98;94,22;3296,85;161,55;20,41;4;198
PSIY99BMN;C;Y;17,16;58,23;52335,51;52393,74;3024,0;2856,0;0,0;0,0;100,0;100,0;327,25;14,42;22,69;0;198
PSOV29XVY;C;Z;2,04;36,06;65136,78;65172,83;29808,0;22362,0;0,0;0,0;100,0;100,0;1745,88;112,94;15,46;0;198
PSPH64WVA;C;;1,52;0,68;300,06;300,74;180,0;18,0;0,0;0,0;100,0;100,0;41,47;0,09;456,17;0;198
PTEI12CTX;A;X;1,53;264,95;303920,23;304185,18;181140,0;214410,0;13860,0;6,46;95,96;93,54;16996,97;1082,88;15,7;8;198
PTFI33KHS;C;Z;3,4;9,75;16407,51;16417,26;4620,0;2497,0;187,0;7,49;96,97;92,51;276,0;12,61;21,89;6;198
PTFM53ANG;C;Y;5,03;42,75;44744,63;44787,38;8640,0;8820,0;1440,0;16,33;97,47;83,67;820,85;44,55;18,43;5;198
PTWG09VDE;C;Z;3,9;19,42;9713,42;9732,84;2400,0;3440,0;1570,0;45,64;93,43;54,36;468,69;17,37;26,98;13;198
PWAS94WWG;B;Y;2,55;0,0;0,0;0,0;0,0;48720,0;48720,0;100,0;71,21;0,0;0,0;246,06;0,0;57;198
PWMB67VQZ;B;Y;5,27;13,24;72299,71;72312,95;13328,0;39543,0;24507,0;61,98;64,14;38,02;307,29;199,71;1,54;71;198
PWTR98HXV;C;Z;2,79;7,23;5080,68;5087,91;1728,0;1248,0;192,0;15,38;98,48;84,62;244,12;6,3;38,73;3;198
PWWV61GUP;A;X;2,08;143,62;241732,4;241876,02;108576,0;87969,5;0,0;0,0;100,0;100,0;6819,81;444,29;15,35;0;198
PXAU54ENA;A;Y;0,7;791,6;246602,95;247394,55;290360,0;344802,5;10370,0;3,01;98,99;96,99;106026,77;1741,43;60,88;2;198
PXIW12ZDN;C;Y;5,79;27,16;5579,66;5606,82;939,36;1193,5;0,0;0,0;100,0;100,0;438,41;6,03;72,73;0;198
PXKY85XQK;C;Y;8,67;70,07;76236,0;76306,07;8640,0;9318,0;972,0;10,43;96,97;89,57;786,79;47,06;16,72;6;198
PYOM85JTL;B;Y;1,43;19,79;36701,79;36721,57;23250,0;29437,5;7500,0;25,48;93,94;74,52;1387,5;148,67;9,33;12;198
PYQH69NNQ;B;X;6,33;93,01;209983,94;210076,95;32400,0;24362,0;6471,0;26,56;94,44;73,44;1444,45;123,04;11,74;11;198
PYQN27NUC;C;Z;4,82;35,89;53663,48;53699,37;10800,0;12717,0;834,0;6,56;96,46;93,44;746,52;64,23;11,62;7;198
PYSG09IZM;C;Z;5,43;3,72;9738,38;9742,1;1746,0;30861,0;26730,0;86,61;60,1;13,39;84,0;155,86;0,54;79;198
PYWQ64UBD;C;Z;1,56;0,58;246,42;247,01;144,0;92,0;84,0;91,3;98,99;8,7;34,49;0,46;74,24;2;198
PYYC89TAM;C;Y;3,98;11,74;924,0;935,74;224,0;608,0;0,0;0,0;100,0;100,0;275,37;3,07;89,68;0;198
PYYH42PMT;B;Y;1,5;74,68;88185,82;88260,5;53568,0;61027,5;585,0;0,96;99,49;99,04;4906,0;308,22;15,92;1;198
PZDY46SHA;C;Y;4,96;0,09;0,0;0,09;0,0;168,0;0,0;0,0;100,0;100,0;2,55;0,85;3,0;0;198
PZII81LBV;C;X;3,15;21,69;18119,06;18140,76;5490,0;4644,0;0,0;0,0;100,0;100,0;658,15;23,45;28,06;0;198
PZSU20YVV;C;Z;5,18;50,2;18412,8;18463,0;3456,0;3366,0;0,0;0,0;100,0;100,0;910,71;17,0;53,57;0;198
PZUX42PGO;B;X;2,62;39,48;54379,14;54418,61;19656,0;18951,0;0,0;0,0;100,0;100,0;1486,36;95,71;15,53;0;198
QAJK29OLX;B;X;3,73;879,38;284820,58;285699,96;73440,0;71310,0;0,0;0,0;100,0;100,0;22100,61;360,15;61,36;0;198
QAJS91OHX;A;X;1,15;191,63;170096,43;170288,06;131040,0;133416,0;14616,0;10,96;93,94;89,04;15985,45;673,82;23,72;12;198
QAYE06JJN;B;X;2,83;38,1;94131,48;94169,58;31590,0;26975,0;4030,0;14,94;93,43;85,06;1356,87;136,24;9,96;13;198
QBHV23BFP;C;X;2,21;23,16;20029,98;20053,14;8470,0;6685,0;0,0;0,0;100,0;100,0;997,53;33,76;29,55;0;198
QBMG21TCZ;A;Y;1,42;81,82;79652,57;79734,39;50688,0;60680,0;224,0;0,37;99,49;99,63;5610,91;306,46;18,31;1;198
QBND07ECT;C;Z;2,21;13,85;2043,2;2057,05;864,0;450,0;0,0;0,0;100,0;100,0;578,79;2,27;254,67;0;198
QBRS61BFF;C;Y;5,74;73,98;37608,19;37682,17;6384,0;5386,0;0,0;0,0;100,0;100,0;1214,91;27,2;44,66;0;198
QBTT91ZHA;B;Z;3,0;590,8;517489,29;518080,09;164164,0;30349,0;0,0;0,0;100,0;100,0;18291,33;153,28;119,33;0;198
QCHV83OFN;B;Y;1,89;42,62;48371,78;48414,4;23754,0;25504,0;0,0;0,0;100,0;100,0;2211,42;128,81;17,17;0;198
QCVO76KFL;C;Y;7,29;30,4;41675,04;41705,43;5600,0;4675,0;250,0;5,35;97,98;94,65;406,57;23,61;17,22;4;198
QDQA42RMJ;C;Z;16,67;5,72;4036,0;4041,72;240,0;395,0;205,0;51,9;88,38;48,1;32,6;1,99;16,34;23;198
QFBK33EBW;C;X;3,08;16,46;13957,41;13973,87;4320,0;3855,0;10,0;0,26;99,49;99,74;511,82;19,47;26,29;1;198
QFCQ78XDA;C;Z;3,59;23,86;11219,78;11243,65;3000,0;2555,0;0,0;0,0;100,0;100,0;625,56;12,9;48,48;0;198
QFTN70PGA;B;Y;10,48;919,11;0,0;919,11;0,0;76360,05;2088,0633;2,73;97,47;97,27;8456,77;385,66;21,93;5;198
QHGJ45TQJ;C;X;4,78;22,29;16570,48;16592,77;3360,0;3244,0;0,0;0,0;100,0;100,0;446,06;16,38;27,23;0;198
QIZH02CFJ;C;Y;2,21;4,5;1248,62;1253,13;528,0;1128,0;192,0;17,02;98,99;82,98;192,18;5,7;33,73;2;198
QJCT64TCW;C;Z;5,18;46,79;6137,6;6184,39;1152,0;1196,0;0,0;0,0;100,0;100,0;838,93;6,04;138,89;0;198
QJNY67PSH;C;Z;0,98;22,65;29415,27;29437,92;25920,0;25080,0;0,0;0,0;100,0;100,0;2246,36;126,67;17,73;0;198
QKYC71LXL;C;Z;4,84;42,82;11504,53;11547,34;2304,0;2576,0;1296,0;50,31;95,96;49,69;821,33;13,01;63,13;8;198
QMFO05EAV;C;X;3,04;23,42;41293,57;41316,98;12960,0;11775,0;2360,0;20,04;93,43;79,96;758,43;59,47;12,75;13;198
QMJH05DXH;B;X;3,33;61,69;90091,64;90153,32;25920,0;23955,0;1095,0;4,57;95,96;95,43;1825,08;120,98;15,09;8;198
QNHR09IRJ;C;Y;2,49;2,05;888,0;890,05;336,0;342,0;0,0;0,0;100,0;100,0;77,45;1,73;44,84;0;198
QNIS08ATI;B;Y;3,75;33,52;44247,32;44280,83;11340,0;10624,0;0,0;0,0;100,0;100,0;877,02;53,66;16,35;0;198
QNKR09GVP;B;Y;1,42;32,19;38006,57;38038,77;24186,0;27991,0;1206,0;4,31;99,49;95,69;2222,91;141,37;15,72;1;198
QNVO51NHJ;B;X;5,44;289,94;382843,89;383133,83;68544,0;59015,0;2400,0;4,07;98,48;95,93;5202,67;298,06;17,46;3;198
QNVW66ZZO;C;Z;3,87;16,29;3763,42;3779,71;936,0;753,0;0,0;0,0;100,0;100,0;391,61;3,8;102,97;0;198
QNZY95LQR;C;Z;1,6;6,84;0,0;6,84;0,0;4680,0;3510,0;75,0;97,98;25,0;401,14;23,64;16,97;4;198
QOCE07MJY;A;X;1,41;96,17;194169,18;194265,34;124360,0;102896,0;0,0;0,0;100,0;100,0;6800,0;519,68;13,09;0;198
QOWU46JPA;C;Y;3,18;3,23;640,2;643,43;192,0;176,0;0,0;0,0;100,0;100,0;94,34;0,89;106,14;0;198
QPEP34AUY;B;X;0,61;31,98;38291,85;38323,84;50688,0;42264,0;288,0;0,68;98,99;99,32;5081,09;213,45;23,8;2;198
QPHB74DRB;C;Y;3,47;33,05;40245,27;40278,33;11132,0;9696,5;869,0;8,96;96,46;91,04;923,78;48,97;18,86;7;198
QPKZ26QKR;B;Z;5,59;34,92;61964,06;61998,97;10800,0;57738,0;43280,0;74,96;75,76;25,04;648,99;291,61;2,23;48;198
QPOO47NWY;B;Y;3,7;55,85;108638,64;108694,49;28245,0;27748,0;294,0;1,06;98,99;98,94;1531,34;140,14;10,93;2;198
QPUY22PFH;B;Y;1,65;40,45;39602,12;39642,57;22032,0;26352,0;24,0;0,09;99,49;99,91;2395,88;133,09;18,0;1;198
QQIE71AMV;C;;6,81;8,56;8018,62;8027,18;1152,0;708,0;0,0;0,0;100,0;100,0;119,45;3,58;33,41;0;198
QRHJ08LMP;C;;3,7;1,73;1972,6;1974,34;512,0;1440,0;0,0;0,0;100,0;100,0;50,45;7,27;6,94;0;198
QRKH64TPD;B;Z;1,84;49,81;53143,97;53193,78;26646,0;29212,0;0,0;0,0;100,0;100,0;2636,79;147,54;17,87;0;198
QRKI37UKH;C;Y;1,4;15,4;18095,63;18111,03;11664,0;13518,0;3936,0;29,12;93,43;70,88;1061,09;68,27;15,54;13;198
QSAR41GKP;C;Z;3,23;30,19;9086,02;9116,21;2688,0;3192,0;24,0;0,75;99,49;99,25;877,45;16,12;54,43;1;198
QSFI73EHC;C;Y;0,34;6,17;0,0;6,17;0,0;5587,5;0,0;0,0;100,0;100,0;1697,05;28,22;60,14;0;198
QSFM55YRX;B;Y;2,87;61,86;70696,36;70758,22;23400,0;28215,0;0,0;0,0;100,0;100,0;2128,3;142,5;14,94;0;198
QSOF73TBC;C;;3,95;12,48;15728,58;15741,07;3840,0;240,0;24,0;10,0;98,99;90,0;292,65;1,21;241,43;2;198
QSYH24CQB;C;X;3,08;15,8;11631,18;11646,97;3600,0;3400,0;0,0;0,0;100,0;100,0;489,75;17,17;28,52;0;198
QTDC98ONK;C;Z;2,09;32,4;20974,91;21007,31;9360,0;37122,0;29982,0;80,77;80,3;19,23;1464,52;187,48;7,81;39;198
QTFD45OWG;A;Y;1,22;107,52;118007,48;118115,01;86400,0;104305,0;0,0;0,0;100,0;100,0;8678,15;526,79;16,47;0;198
QTQQ18STC;C;Z;4,47;17,33;19959,04;19976,38;4320,0;4220,0;50,0;1,18;99,49;98,82;378,48;21,31;17,76;1;198
QTVP34KGG;B;Y;2,37;77,55;76223,83;76301,38;30240,0;34887,0;0,0;0,0;100,0;100,0;3191,42;176,2;18,11;0;198
QUAC44QGG;A;X;1,45;164,8;200303,32;200468,12;124990,0;104821,0;0,0;0,0;100,0;100,0;10986,94;529,4;20,75;0;198
QUFK62CBN;C;Z;3,76;28,33;4880,38;4908,72;1248,0;1380,0;0,0;0,0;100,0;100,0;701,45;6,97;100,64;0;198
QURP24BCZ;C;X;2,77;10,57;5608,0;5618,57;1920,0;1374,0;0,0;0,0;100,0;100,0;358,48;6,94;51,66;0;198
QUYF81ZTD;C;Y;2,18;17,95;22335,85;22353,8;9576,0;7203,0;413,0;5,73;97,47;94,27;792,45;36,38;21,78;5;198
QVEN95FQS;C;X;4,74;75,66;70481,17;70556,83;14400,0;16988,0;0,0;0,0;100,0;100,0;1555,72;85,8;18,13;0;198
QVET18CQH;C;Y;1,48;10,59;9496,33;9506,92;5830,0;6120,0;0,0;0,0;100,0;100,0;690,71;30,91;22,35;0;198
QVFR72SCT;C;Z;4,14;27,22;30893,33;30920,55;7200,0;4230,0;0,0;0,0;100,0;100,0;627,22;21,36;29,36;0;198
QVIC18WQB;B;Y;11,96;221,04;471022,99;471244,02;38880,0;30262,5;690,0;2,28;98,48;97,72;1852,12;152,84;12,12;3;198
QVKL14FRX;B;Z;1,45;20,17;24922,93;24943,1;15552,0;14064,0;0,0;0,0;100,0;100,0;1350,85;71,03;19,02;0;198
QVVF88YKC;C;Z;3,79;11,64;8659,66;8671,29;2200,0;2176,0;168,0;7,72;96,97;92,28;293,41;10,99;26,7;6;198
QWEV20OGI;C;Z;1,54;0,05;0,0;0,05;0,0;150,0;0,0;0,0;100,0;100,0;3,84;0,76;5,07;0;198
QWMH94MOS;C;Y;2,14;5,46;8448,0;8453,46;3696,0;3570,0;2492,0;69,8;97,98;30,2;240,9;18,03;13,36;4;198
QWMU99ZJU;B;Z;0,97;250,39;92192,76;92443,16;82304,0;48048,0;0,0;0,0;100,0;100,0;24032,0;242,67;99,03;0;198
QXDM72XDH;B;X;2,75;78,71;190120,97;190199,68;65520,0;51205,0;0,0;0,0;100,0;100,0;2895,1;258,61;11,19;0;198
QXLI12HEF;C;Z;1,54;2,35;1317,27;1319,63;780,0;2305,0;1485,0;64,43;75,76;35,57;145,15;11,64;12,47;48;198
QXNY62CAT;B;Z;0,07;7,64;14283,38;14291,02;64800,0;47800,0;0,0;0,0;100,0;100,0;10239,39;241,41;42,41;0;198
QXUA51AGA;C;;9,05;20,59;34778,74;34799,33;3780,0;4356,0;2640,0;60,61;94,95;39,39;218,33;22,0;9,92;10;198
QXUK41KZJ;C;;3,97;0,85;1566,57;1567,42;380,0;256,0;96,0;37,5;96,46;62,5;20,57;1,29;15,91;7;198
QZFJ39WRU;B;X;4,31;170,38;131854,14;132024,51;29568,0;27692,0;0,0;0,0;100,0;100,0;3784,06;139,86;27,06;0;198
QZRC62ZAR;C;Z;1,54;0,91;649,83;650,73;384,0;1560,0;60,0;3,85;99,49;96,15;61,82;7,88;7,85;1;198
RADS85GOD;C;;4,31;17,17;13556,43;13573,6;3040,0;790,0;0,0;0,0;100,0;100,0;371,26;3,99;93,05;0;198
RBBW13CPD;B;Y;1,36;40,86;52175,65;52216,52;34560,0;71143,0;29456,0;41,4;83,33;58,6;2980,48;359,31;8,3;33;198
RBNP19LFX;C;Y;7,4;99,65;74676,66;74776,31;9890,95;8655,0;0,0;0,0;100,0;100,0;1284,86;43,71;29,39;0;198
RBQF01BID;C;Z;5,65;0,07;0,0;0,07;0,0;6,0;0,0;0,0;100,0;100,0;1,18;0,03;39,0;0;198
RBZM41MRT;B;X;4,99;54,65;111085,71;111140,37;21600,0;17853,0;16,0;0,09;99,49;99,91;1099,03;90,17;12,19;1;198
RCQV17PQZ;C;Z;9,31;139,99;239088,44;239228,43;25272,0;20933,0;0,0;0,0;100,0;100,0;1491,58;105,72;14,11;0;198
RCVZ50CQS;C;X;2,93;38,31;28062,79;28101,11;9100,0;7038,0;0,0;0,0;100,0;100,0;1239,19;35,55;34,86;0;198
RDDC35ZPD;C;Z;0,67;20,6;7905,31;7925,91;9600,0;7340,0;0,0;0,0;100,0;100,0;2856,97;37,07;77,07;0;198
RDSE90QON;A;X;1,89;67,74;197683,2;197750,94;96768,0;73912,0;0,0;0,0;100,0;100,0;3671,76;373,29;9,84;0;198
